ts,open,high,low,close,volume
1527084000000,7904.0,7905.0,7861.46,7890.0,355.22
1527087600000,7890.0,7900.0,7666.0,7714.96,1009.48
1527091200000,7714.96,7714.96,7552.0,7615.28,1952.96
1527094800000,7615.28,7625.0,7433.19,7524.24,1879.0
1527098400000,7524.24,7546.78,7452.63,7497.09,1034.66
1527102000000,7497.09,7600.0,7497.09,7595.48,1020.98
1527105600000,7595.48,7659.54,7520.31,7590.0,1060.44
1527109200000,7590.0,7645.64,7569.99,7645.64,372.98
1527112800000,7645.64,7645.64,7550.0,7555.73,405.51
1527116400000,7555.73,7581.71,7466.52,7505.0,518.53
1527120000000,7505.0,7608.88,7505.0,7585.0,427.55
1527123600000,7585.0,7647.0,7574.89,7600.01,486.5
1527127200000,7600.01,7612.5,7550.84,7567.05,231.56
1527130800000,7567.05,7650.0,7567.04,7611.86,393.63
1527134400000,7611.86,7734.99,7606.22,7724.0,568.14
1527138000000,7724.0,7725.0,7660.97,7687.07,188.02
1527141600000,7687.07,7695.73,7627.62,7653.51,175.82
1527145200000,7653.51,7677.86,7530.0,7557.68,510.87
1527148800000,7557.68,7557.69,7373.84,7407.1,757.96
1527152400000,7407.1,7434.11,7282.23,7375.0,751.0
1527156000000,7375.0,7400.0,7300.0,7343.51,292.35
1527159600000,7343.51,7395.89,7340.0,7362.93,373.17
1527163200000,7362.93,7534.99,7269.0,7505.02,1061.6
1527166800000,7505.02,7533.91,7480.9,7491.13,404.1
1527170400000,7491.13,7595.25,7461.83,7502.58,574.35
1527174000000,7502.58,7571.02,7493.16,7562.0,598.37
1527177600000,7562.0,7565.01,7487.8,7520.92,388.36
1527181200000,7520.92,7539.0,7446.14,7514.77,424.57
1527184800000,7514.77,7605.0,7500.0,7590.91,570.06
1527188400000,7590.91,7629.53,7559.46,7587.27,525.91
1527192000000,7587.27,7587.27,7515.04,7555.0,333.02
1527195600000,7555.0,7560.87,7476.1,7539.93,417.97
1527199200000,7539.93,7596.35,7520.88,7580.0,227.39
1527202800000,7580.0,7622.3,7537.97,7584.15,351.46
1527206400000,7584.15,7588.61,7529.0,7554.26,191.92
1527210000000,7554.26,7573.83,7527.3,7568.93,141.82
1527213600000,7568.93,7661.85,7568.93,7630.0,458.47
1527217200000,7630.0,7630.0,7574.59,7600.0,302.38
1527220800000,7600.0,7619.0,7571.01,7596.98,159.43
1527224400000,7596.98,7639.98,7591.36,7632.22,152.03
1527228000000,7632.22,7649.98,7475.0,7505.5,474.29
1527231600000,7505.5,7520.71,7387.31,7430.0,691.89
1527235200000,7430.0,7459.86,7390.0,7452.46,329.44
1527238800000,7452.46,7452.46,7393.84,7410.77,230.26
1527242400000,7410.77,7474.9,7326.94,7375.28,550.05
1527246000000,7375.28,7480.22,7329.96,7455.3,666.64
1527249600000,7455.3,7545.86,7455.0,7504.84,376.0
1527253200000,7504.84,7504.84,7467.9,7481.62,271.51
1527256800000,7481.62,7512.99,7470.28,7470.29,227.51
1527260400000,7470.29,7513.0,7431.99,7496.01,419.17
1527264000000,7496.01,7496.01,7464.0,7470.89,220.08
1527267600000,7470.89,7476.63,7407.27,7433.45,537.26
1527271200000,7433.45,7440.65,7390.0,7428.61,558.03
